0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
JLPT-N3	557	全員	ぜんいん	Noun, Adverbial noun	1.-all members; all hands; everyone; everybody; whole crew																			
JLPT-N3	558	教師	きょうし	Noun, No-adjective	1.-teacher (classroom)																			
JLPT-N3	559	相手	あいて	Noun	1.-companion; partner; company	2.-other party; addressee	3.-opponent (sports, etc.)																	
JLPT-N3	560	招待	しょうたい	Noun, Suru verb, No-adjective	1.-invitation																			
JLPT-N3	561	黙る	だま	Godan verb with ru ending, intransitive verb	1.-to be silent; to say nothing																			
JLPT-N3	562	完全	かんぜん	Na-adjective, Noun, No-adjective	1.-perfect; complete																			
JLPT-N3	563	出会う	であ	Godan verb with u ending, intransitive verb	1.-to meet (by chance); to come across; to run across; to encounter; to happen upon	2.-to meet (e.g. of rivers, highways, etc.)	3.-to emerge and engage (an enemy)																	
JLPT-N3	564	辺り	あた	Noun, Noun - used as a suffix	1.-(in the) neighbourhood; neighborhood; vicinity; nearby; surroundings	2.-around; about; or thereabouts	3.-for instance; say; such as																	
JLPT-N3	565	実際	じっさい	No-adjective, Adverb, Noun	1.-practicality; practical	2.-reality; actuality; actual conditions	3.-bhutakoti (limit of reality)																	
JLPT-N3	566	冗談	じょうだん	Noun, No-adjective	1.-jest; joke; funny story																			
JLPT-N3	567	歌手	かしゅ	Noun	1.-singer																			
JLPT-N3	568	能力	のうりょく	Noun	1.-ability; faculty																			
JLPT-N3	569	才能	さいのう	Noun	1.-talent; ability																			
JLPT-N3	570	敵	てき	Noun	1.-opponent; rival; adversary	2.-menace; danger; threat; enemy																		
JLPT-N3	571	自慢	じまん	Noun, Suru verb, No-adjective	1.-pride; boast																			
JLPT-N3	572	選手	せんしゅ	Noun	1.-player (sports); athlete; team member																			
JLPT-N3	573	欠点	けってん	Noun	1.-fault; defect; flaw; weak point; weakness; shortcoming; drawback	2.-failure (in an examination); failing grade																		
JLPT-N3	574	一体	いったい	Adverb	1.-(what) the heck; (why) in the world; (who) on earth	2.-one object; one body; unity	3.-one form; one style	4.-one Buddhist image (or carving, etc.)	5.-generally; in general															
JLPT-N3	575	更に	さら	Adverb, Conjunction	1.-furthermore; again; after all; more and more; moreover; even more																			
JLPT-N3	576	素敵	素敵すてき	Na-adjective	1.-lovely; wonderful; nice; great; fantastic; superb; cool																			
JLPT-N3	577	熱心	ねっしん	Na-adjective, Noun	1.-zealous; enthusiastic; ardent; fervent; keen; eager																			
JLPT-N3	578	回復	かいふく	Noun, Suru verb	1.-restoration; rehabilitation; recovery; return; replevin; improvement	2.-recovery (from an illness); recuperation; convalescence																		
JLPT-N3	579	判断	はんだん	Noun, Suru verb	1.-judgment; judgement; decision; conclusion; adjudication	2.-divination	3.-judgement																	
JLPT-N3	580	訪問	ほうもん	Noun, Suru verb, No-adjective	1.-call; visit																			
JLPT-N3	581	態度	たいど	Noun	1.-attitude; manner; behaviour; demeanour; bearing	2.-attitude (towards an issue, etc.); position; stance; stand																		
JLPT-N3	582	注文	ちゅうもん	Noun, Suru verb	1.-order (for an item)	2.-request; demand; condition																		
JLPT-N3	583	給料	きゅうりょう	Noun	1.-salary; wages; pay																			
JLPT-N3	584	既に	すで	Adverb	1.-already; too late																			
JLPT-N3	585	影響	えいきょう	Noun	1.-influence; effect	2.-to influence; to affect; to have an influence on; to impact; to have an effect on																		
JLPT-N3	586	決定	けってい	Noun, Suru verb	1.-decision; determination																			
JLPT-N3	587	次第	しだい	Noun - used as a suffix	1.-depending on	2.-as soon as; immediately (upon)	3.-in accordance with	4.-order; program; programme; precedence	5.-circumstances; course of events; reason															
JLPT-N3	588	年齢	ねんれい	Noun	1.-age; years																			
JLPT-N3	589	正確	せいかく	Na-adjective, Noun	1.-accurate; correct; precise; exact																			
JLPT-N3	590	主張	しゅちょう	Noun, Suru verb	1.-claim; insistence; assertion; advocacy; emphasis; contention; opinion; tenet																			
JLPT-N3	591	便り	たよ	Noun, Noun - used as a suffix, Suru verb	1.-news; tidings; information; correspondence; letter																			
JLPT-N3	592	信用	しんよう	Noun, Suru verb	1.-confidence; trust; faith; reputation	2.-credit (finance)																		
JLPT-N3	593	延期	えんき	Noun, Suru verb	1.-postponement; deferment; adjournment																			
JLPT-N3	594	土地	とち	Noun	1.-plot of land; lot; soil	2.-locality; region; place																		
JLPT-N3	595	旅	たび	Noun, Suru verb	1.-travel; trip; journey																			
JLPT-N3	596	苦労	くろう	Noun, Suru verb	1.-trouble; hardship; difficulty; labour; labor; toil; pains	2.-anxiety; worry; concern; cares																		
JLPT-N3	597	奪う	うば	Godan verb with u ending, Transitive verb	1.-to snatch away; to dispossess; to steal																			
JLPT-N3	598	喜び	よろこ	Noun	1.-joy; delight; rapture; pleasure; gratification; rejoicing; congratulations; felicitations																			
JLPT-N3	599	商売	しょうばい	Noun, Suru verb	1.-trade; business; commerce; transaction; occupation																			
JLPT-N3	600	提出	ていしゅつ	Noun, Suru verb	1.-presentation (of documents); submission (of an application, report, etc.); production (e.g. of evidence); introduction (e.g. of a bill); filing; turning in																			
JLPT-N3	601	回	かい	Counter	1.-counter for occurrences	2.-a time; an instance	3.-inning (baseball); round; game	4.-episode; chapter; instalment	5.-Hui (people)	6.-Islam														
JLPT-N3	602	姿	すがた	Noun	1.-figure; form; shape	2.-appearance; dress; guise	3.-state; condition; picture; image	4.-form (of a waka)	5.-dressed in ...; wearing ...															
JLPT-N3	603	話し合う	はなあ	Godan verb with u ending, Transitive verb	1.-to discuss; to talk together																			
JLPT-N3	604	状況	じょうきょう	Noun, No-adjective	1.-state of affairs (around you); situation; circumstances																			
JLPT-N3	605	追いつく	お	Godan verb with ku ending, intransitive verb	1.-to catch up (with); to draw level; to pull even; to reach	2.-to be compensated; to make up for one's losses																		
JLPT-N3	606	明らか	あき	Na-adjective	1.-clear; obvious; evident; plain; definite	2.-bright; light																		
JLPT-N3	607	好む	この	Godan verb with mu ending, Transitive verb	1.-to like; to prefer																			
JLPT-N3	608	不足	ふそく	Na-adjective, Noun, Suru verb	1.-insufficiency; shortage; deficiency; lack; dearth																			
JLPT-N3	609	書類	しょるい	Noun	1.-document; official papers																			
JLPT-N3	610	変化	へんか	Noun, Suru verb	1.-change; variation; alteration; mutation; transition; transformation; transfiguration; metamorphosis	2.-variety; diversity	3.-inflection; declension; conjugation	4.-sidestepping																
JLPT-N3	611	万一	まんいち	Noun	1.-emergency; unlikely event	2.-by some chance; by some possibility																		
JLPT-N3	612	単語	たんご	Noun, No-adjective	1.-word; vocabulary; (usually) single-character word																			
JLPT-N3	613	邪魔	じゃま	Na-adjective, Noun, Suru verb	1.-hindrance; obstacle; nuisance	2.-to visit (somebody's home)	3.-demon who hinders Buddhist training; demon who obstructs sentient beings from maintaining moral behaviour																	
JLPT-N3	614	恐れる	おそ	Ichidan verb, Transitive verb	1.-to fear; to be afraid of																			
JLPT-N3	615	最高	さいこう	No-adjective, Na-adjective, Noun	1.-most; highest; maximum; uppermost; supreme	2.-best; wonderful; finest																		
JLPT-N3	616	週間	しゅうかん	Noun	1.-week																			
JLPT-N3	617	幸運	こううん	Noun, Na-adjective	1.-good luck; fortune																			
JLPT-N3	618	越える	こ	Ichidan verb, Transitive verb	1.-to cross over; to cross; to pass through; to pass over (out of); to go beyond; to go past	2.-to exceed; to surpass; to be more (than)																		
JLPT-N3	619	種類	しゅるい	Noun	1.-variety; kind; type; category	2.-counter for kinds, species, etc.																		
JLPT-N3	620	事態	じたい	Noun	1.-situation; (present) state of affairs; circumstances																			
JLPT-N3	621	得意	とくい	Noun, No-adjective, Na-adjective	1.-triumph; prosperity	2.-pride	3.-one's strong point; one's forte; one's specialty	4.-frequent customer (client, etc.)																
JLPT-N3	622	状態	じょうたい	Noun	1.-state; condition; situation; appearance; circumstances																			
JLPT-N3	623	以来	いらい	Adverbial noun, Temporal noun	1.-since; henceforth																			
JLPT-N3	624	調子	ちょうし	Noun	1.-tune; tone; key; pitch; time; rhythm	2.-vein; mood; way; manner; style; knack	3.-condition; state of health	4.-impetus; spur of the moment; strain	5.-trend															
JLPT-N3	625	成長	せいちょう	Noun, Suru verb	1.-growth; development; growing up; becoming an adult	2.-growth (of a company, the economy, etc.)																		
JLPT-N3	626	必ずしも	かなら	Adverb	1.-(not) always; (not) necessarily; (not) entirely; (not) all																			
JLPT-N3	627	隠す	かく	Godan verb with su ending, Transitive verb	1.-to hide; to conceal																			
JLPT-N3	628	残す	のこ	Godan verb with su ending, Transitive verb	1.-to leave (behind, over); to bequeath; to save; to reserve																			
JLPT-N3	629	恐ろしい	おそ	I-adjective	1.-terrible; dreadful; terrifying; frightening	2.-surprising; startling; tremendous; amazing																		
JLPT-N3	630	頼る	たよ	Godan verb with ru ending, intransitive verb	1.-to rely on; to depend on; to count on; to turn to (for help)																			
JLPT-N3	631	光景	こうけい	Noun	1.-scene; spectacle; sight; view																			
JLPT-N3	632	戦う	たたか	Godan verb with u ending, intransitive verb	1.-to make war (on); to wage war (against); to go to war (with); to fight (with); to do battle (against)	2.-to compete (against)	3.-to struggle (against adversities, etc.); to fight; to contend; to resist																	
JLPT-N3	633	実は	じつ	Expression, Adverb	1.-as a matter of fact; by the way; to tell you the truth; to be honest; frankly																			
JLPT-N3	634	常に	つね	Adverb	1.-always; constantly																			
JLPT-N3	635	誇り	ほこ	Noun	1.-pride; boast; credit (to)																			
JLPT-N3	636	借金	しゃっきん	Noun, Suru verb	1.-debt; loan; liabilities; borrowing money																			
JLPT-N3	637	中止	ちゅうし	Noun, Suru verb	1.-suspension; stoppage; discontinuance; interruption																			
JLPT-N3	638	容易	ようい	Na-adjective, Noun	1.-easy; simple; plain																			
JLPT-N3	639	性格	せいかく	Noun	1.-character (of a person); personality; disposition; nature	2.-characteristics; nature (of a thing, event, etc.)																		
JLPT-N3	640	達する	たっ	Suru verb - special class	1.-to reach; to get to; to arrive at																			
JLPT-N3	641	達する	たっ	Suru verb - special class	1.-to reach; to get to; to arrive at																			
JLPT-N3	642	乗客	じょうきゃく	Noun	1.-passenger																			
JLPT-N3	643	天候	てんこう	Noun	1.-weather																			
JLPT-N3	644	勝ち	か	Noun	1.-win; victory																			
JLPT-N3	645	地位	ちい	Noun	1.-(social) position; status																			
JLPT-N3	646	罪	つみ	Noun, Na-adjective, No-adjective	1.-crime; sin; wrongdoing; indiscretion	2.-penalty; sentence; punishment	3.-fault; responsibility; culpability	4.-thoughtlessness; lack of consideration																
JLPT-N3	647	再び	ふたた	Adverb	1.-again; once more; a second time																			
JLPT-N3	648	立場	たちば	Noun	1.-position; situation	2.-viewpoint; standpoint; point of view																		
JLPT-N3	649	一層	いっそう	Adverb, No-adjective	1.-much more; still more; all the more; more than ever	2.-single layer (or storey, etc.)	3.-rather; sooner; preferably																	
JLPT-N3	650	備える	そな	Ichidan verb, Transitive verb	1.-to furnish with; to equip with; to provide; to install	2.-to prepare for; to make preparations for; to make provision for	3.-to possess (all that is needed); to be endowed with; to be equipped with	4.-to be born with; to have since birth																
JLPT-N3	651	職	しょく	Noun, Noun - used as a suffix	1.-job; work; employment; occupation; position	2.-duties	3.-trade; skill																	
JLPT-N3	652	不思議	ふしぎ	Na-adjective, Noun	1.-wonderful; marvelous; strange; incredible; amazing; curious; miraculous; mysterious	2.-strangely enough; oddly enough; for some reason; curiously																		
JLPT-N3	653	欠席	けっせき	Noun, Suru verb	1.-absence; non-attendance																			
JLPT-N3	654	命	いのち	Noun	1.-life; life force	2.-lifetime; lifespan	3.-most important thing; foundation; core	"4.-paired tattoos of the ""life"" kanji on the upper arms of a man and woman (indicating unwavering love)"	5.-fate; destiny; karma															
JLPT-N3	655	傾向	けいこう	Noun, Suru verb	1.-tendency; trend; inclination																			
JLPT-N3	656	環境	かんきょう	Noun, No-adjective	1.-environment; circumstance																			
JLPT-N3	657	燃える	も	Ichidan verb, intransitive verb	1.-to burn; to get fired up																			
JLPT-N3	658	是非	ぜひ	Adverb	1.-certainly; without fail	2.-right and wrong; pros and cons																		
JLPT-N3	659	覆う	おお	Godan verb with u ending, Transitive verb	1.-to cover; to hide; to conceal; to wrap; to disguise																			
JLPT-N3	660	出身	しゅっしん	Noun, No-adjective	1.-person's origin (e.g. city, country, parentage, school)																			
